# X pos [um],Y pos [um],[23Na]+
13493,30321,21.14950202
13541.90508,30321,656.0925029
13590.81017,30321,440.3333296
13639.71525,30321,424.9382905
13688.62034,30321,1476.239081
13737.52542,30321,403.3895632
13786.43051,30321,399.2869805
13835.33559,30321,1551.840076
13884.24068,30321,26798.91159
13933.14576,30321,1071.225257
13982.05085,30321,1743.592361
14030.95593,30321,1114.577893
14079.86102,30321,1449.408426
14128.7661,30321,1344.949436
14177.67119,30321,356.2088918
14226.57627,30321,249.5526502
14275.48136,30321,134.7898518
14324.38644,30321,123.5246924
14373.29153,30321,884.6759819
14422.19661,30321,983.6245365
14471.10169,30321,498.919327
14520.00678,30321,291.60133
14568.91186,30321,105.0948933
14617.81695,30321,0
14666.72203,30321,103.0481838
14715.62712,30321,107.1450195
14764.5322,30321,53.90532394
14813.43729,30321,0
14862.34237,30321,9.896492157
14911.24746,30321,27.29396977
14960.15254,30321,1.71036739
15009.05763,30321,0
15057.96271,30321,7.850107656
15106.8678,30321,36.50626067
15155.77288,30321,16.03706321
15204.67797,30321,499.9945967
15253.58305,30321,123.5397457
15302.48814,30321,271.1205548
15351.39322,30321,763.2618582
15400.29831,30321,99.9857752
15449.20339,30321,179.8912695
15498.10847,30321,131.7383407
15547.01356,30321,173.7451989
15595.91864,30321,176.8204853
15644.82373,30321,63.1257048
15693.72881,30321,95.89315122
15742.6339,30321,861.1370175
15791.53898,30321,576.0798117
15840.44407,30321,799.3474227
15889.34915,30321,23.20322364
15938.25424,30321,50.84226459
15987.15932,30321,0
16036.06441,30321,19.10947509
16084.96949,30321,159.4113786
16133.87458,30321,423.0237226
16182.77966,30321,1099.018727
16231.68475,30321,95.8999187
16280.58983,30321,93.85219085
16329.49492,30321,44.7020664
16378.4,30321,42.6548028
16427.30508,30321,70.29994649
16476.21017,30321,37.53655244
16525.11525,30321,196.3158829
16574.02034,30321,212.7185746
16622.92542,30321,90.78381095
16671.83051,30321,104.0995782
16720.73559,30321,460.0286121
16769.64068,30321,138.9322443
